UUID        = fd9a3a45-96e6-41a9-b8de-f65a3629399f
ScanDate    = 20240915_140321
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 64
NumVolumes  = 345
NumEchoes   = 1

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
     0       9         20249522         20249532     0
     0      25         20249522         20249532     0
     0      41         20249522         20249532     0
     0      57         20249522         20249532     0
     1       0         20249547         20249557     0
     1      16         20249547         20249557     0
     1      32         20249547         20249557     0
     1      48         20249547         20249557     0
     1       7         20249572         20249582     0
     1      23         20249572         20249582     0
     1      39         20249572         20249582     0
     1      55         20249572         20249582     0
     1      14         20249597         20249607     0
     1      30         20249597         20249607     0
     1      46         20249597         20249607     0
     1      62         20249597         20249607     0
     1       5         20249622         20249632     0
     1      21         20249622         20249632     0
     1      37         20249622         20249632     0
     1      53         20249622         20249632     0
     1      12         20249647         20249657     0
     1      28         20249647         20249657     0
     1      44         20249647         20249657     0
     1      60         20249647         20249657     0
     1       3         20249672         20249682     0
     1      19         20249672         20249682     0
     1      35         20249672         20249682     0
     1      51         20249672         20249682     0
     1      10         20249697         20249707     0
     1      26         20249697         20249707     0
     1      42         20249697         20249707     0
     1      58         20249697         20249707     0
     1       1         20249722         20249732     0
     1      17         20249722         20249732     0
     1      33         20249722         20249732     0
     1      49         20249722         20249732     0
     1       8         20249747         20249757     0
     1      24         20249747         20249757     0
     1      40         20249747         20249757     0
     1      56         20249747         20249757     0
     1      15         20249772         20249782     0
     1      31         20249772         20249782     0
     1      47         20249772         20249782     0
     1      63         20249772         20249782     0
     1       6         20249797         20249807     0
     1      22         20249797         20249807     0
     1      38         20249797         20249807     0
     1      54         20249797         20249807     0
     1      13         20249822         20249832     0
     1      29         20249822         20249832     0
     1      45         20249822         20249832     0
     1      61         20249822         20249832     0
     1       4         20249847         20249857     0
     1      20         20249847         20249857     0
     1      36         20249847         20249857     0
     1      52         20249847         20249857     0
     1      11         20249872         20249882     0
     1      27         20249872         20249882     0
     1      43         20249872         20249882     0
     1      59         20249872         20249882     0
     1       2         20249897         20249907     0
     1      18         20249897         20249907     0
     1      34         20249897         20249907     0
     1      50         20249897         20249907     0
     1       9         20249922         20249932     0
     1      25         20249922         20249932     0
     1      41         20249922         20249932     0
     1      57         20249922         20249932     0
     2       0         20249947         20249957     0
     2      16         20249947         20249957     0
     2      32         20249947         20249957     0
     2      48         20249947         20249957     0
     2       7         20249972         20249982     0
     2      23         20249972         20249982     0
     2      39         20249972         20249982     0
     2      55         20249972         20249982     0
     2      14         20249997         20250007     0
     2      30         20249997         20250007     0
     2      46         20249997         20250007     0
     2      62         20249997         20250007     0
     2       5         20250022         20250032     0
     2      21         20250022         20250032     0
     2      37         20250022         20250032     0
     2      53         20250022         20250032     0
     2      12         20250047         20250057     0
     2      28         20250047         20250057     0
     2      44         20250047         20250057     0
     2      60         20250047         20250057     0
     2       3         20250072         20250082     0
     2      19         20250072         20250082     0
     2      35         20250072         20250082     0
     2      51         20250072         20250082     0
     2      10         20250097         20250107     0
     2      26         20250097         20250107     0
     2      42         20250097         20250107     0
     2      58         20250097         20250107     0
     2       1         20250122         20250132     0
     2      17         20250122         20250132     0
     2      33         20250122         20250132     0
     2      49         20250122         20250132     0
     2       8         20250147         20250157     0
     2      24         20250147         20250157     0
     2      40         20250147         20250157     0
     2      56         20250147         20250157     0
     2      15         20250172         20250182     0
     2      31         20250172         20250182     0
     2      47         20250172         20250182     0
     2      63         20250172         20250182     0
     2       6         20250197         20250207     0
     2      22         20250197         20250207     0
     2      38         20250197         20250207     0
     2      54         20250197         20250207     0
     2      13         20250222         20250232     0
     2      29         20250222         20250232     0
     2      45         20250222         20250232     0
     2      61         20250222         20250232     0
     2       4         20250247         20250257     0
     2      20         20250247         20250257     0
     2      36         20250247         20250257     0
     2      52         20250247         20250257     0
     2      11         20250272         20250282     0
     2      27         20250272         20250282     0
     2      43         20250272         20250282     0
     2      59         20250272         20250282     0
     2       2         20250297         20250307     0
     2      18         20250297         20250307     0
     2      34         20250297         20250307     0
     2      50         20250297         20250307     0
     2       9         20250322         20250332     0
     2      25         20250322         20250332     0
     2      41         20250322         20250332     0
     2      57         20250322         20250332     0
     3       0         20250347         20250357     0
     3      16         20250347         20250357     0
     3      32         20250347         20250357     0
     3      48         20250347         20250357     0
     3       7         20250372         20250382     0
     3      23         20250372         20250382     0
     3      39         20250372         20250382     0
     3      55         20250372         20250382     0
     3      14         20250397         20250407     0
     3      30         20250397         20250407     0
     3      46         20250397         20250407     0
     3      62         20250397         20250407     0
     3       5         20250422         20250432     0
     3      21         20250422         20250432     0
     3      37         20250422         20250432     0
     3      53         20250422         20250432     0
     3      12         20250447         20250457     0
     3      28         20250447         20250457     0
     3      44         20250447         20250457     0
     3      60         20250447         20250457     0
     3       3         20250472         20250482     0
     3      19         20250472         20250482     0
     3      35         20250472         20250482     0
     3      51         20250472         20250482     0
     3      10         20250497         20250507     0
     3      26         20250497         20250507     0
     3      42         20250497         20250507     0
     3      58         20250497         20250507     0
     3       1         20250522         20250532     0
     3      17         20250522         20250532     0
     3      33         20250522         20250532     0
     3      49         20250522         20250532     0
     3       8         20250547         20250557     0
     3      24         20250547         20250557     0
     3      40         20250547         20250557     0
     3      56         20250547         20250557     0
     3      15         20250572         20250582     0
     3      31         20250572         20250582     0
     3      47         20250572         20250582     0
     3      63         20250572         20250582     0
     3       6         20250597         20250607     0
     3      22         20250597         20250607     0
     3      38         20250597         20250607     0
     3      54         20250597         20250607     0
     3      13         20250622         20250632     0
     3      29         20250622         20250632     0
     3      45         20250622         20250632     0
     3      61         20250622         20250632     0
     3       4         20250647         20250657     0
     3      20         20250647         20250657     0
     3      36         20250647         20250657     0
     3      52         20250647         20250657     0
     3      11         20250672         20250682     0
     3      27         20250672         20250682     0
     3      43         20250672         20250682     0
     3      59         20250672         20250682     0
     3       2         20250697         20250707     0
     3      18         20250697         20250707     0
     3      34         20250697         20250707     0
     3      50         20250697         20250707     0
     3       9         20250722         20250732     0
     3      25         20250722         20250732     0
     3      41         20250722         20250732     0
     3      57         20250722         20250732     0
     4       0         20250747         20250757     0
     4      16         20250747         20250757     0
     4      32         20250747         20250757     0
     4      48         20250747         20250757     0
     4       7         20250772         20250782     0
     4      23         20250772         20250782     0
     4      39         20250772         20250782     0
     4      55         20250772         20250782     0
     4      14         20250797         20250807     0
     4      30         20250797         20250807     0
     4      46         20250797         20250807     0
     4      62         20250797         20250807     0
     4       5         20250822         20250832     0
     4      21         20250822         20250832     0
     4      37         20250822         20250832     0
     4      53         20250822         20250832     0
     4      12         20250847         20250857     0
     4      28         20250847         20250857     0
     4      44         20250847         20250857     0
     4      60         20250847         20250857     0
     4       3         20250872         20250882     0
     4      19         20250872         20250882     0
     4      35         20250872         20250882     0
     4      51         20250872         20250882     0
     4      10         20250897         20250907     0
     4      26         20250897         20250907     0
     4      42         20250897         20250907     0
     4      58         20250897         20250907     0
     4       1         20250922         20250932     0
     4      17         20250922         20250932     0
     4      33         20250922         20250932     0
     4      49         20250922         20250932     0
     4       8         20250947         20250957     0
     4      24         20250947         20250957     0
     4      40         20250947         20250957     0
     4      56         20250947         20250957     0
     4      15         20250972         20250982     0
     4      31         20250972         20250982     0
     4      47         20250972         20250982     0
     4      63         20250972         20250982     0
     4       6         20250997         20251007     0
     4      22         20250997         20251007     0
     4      38         20250997         20251007     0
     4      54         20250997         20251007     0
     4      13         20251022         20251032     0
     4      29         20251022         20251032     0
     4      45         20251022         20251032     0
     4      61         20251022         20251032     0
     4       4         20251047         20251057     0
     4      20         20251047         20251057     0
     4      36         20251047         20251057     0
     4      52         20251047         20251057     0
     4      11         20251072         20251082     0
     4      27         20251072         20251082     0
     4      43         20251072         20251082     0
     4      59         20251072         20251082     0
     4       2         20251097         20251107     0
     4      18         20251097         20251107     0
     4      34         20251097         20251107     0
     4      50         20251097         20251107     0
     4       9         20251122         20251132     0
     4      25         20251122         20251132     0
     4      41         20251122         20251132     0
     4      57         20251122         20251132     0
     5       0         20251147         20251157     0
     5      16         20251147         20251157     0
     5      32         20251147         20251157     0
     5      48         20251147         20251157     0
     5       7         20251172         20251182     0
     5      23         20251172         20251182     0
     5      39         20251172         20251182     0
     5      55         20251172         20251182     0
     5      14         20251197         20251207     0
     5      30         20251197         20251207     0
     5      46         20251197         20251207     0
     5      62         20251197         20251207     0
     5       5         20251222         20251232     0
     5      21         20251222         20251232     0
     5      37         20251222         20251232     0
     5      53         20251222         20251232     0
     5      12         20251247         20251257     0
     5      28         20251247         20251257     0
     5      44         20251247         20251257     0
     5      60         20251247         20251257     0
     5       3         20251272         20251282     0
     5      19         20251272         20251282     0
     5      35         20251272         20251282     0
     5      51         20251272         20251282     0
     5      10         20251297         20251307     0
     5      26         20251297         20251307     0
     5      42         20251297         20251307     0
     5      58         20251297         20251307     0
     5       1         20251322         20251332     0
     5      17         20251322         20251332     0
     5      33         20251322         20251332     0
     5      49         20251322         20251332     0
     5       8         20251347         20251357     0
     5      24         20251347         20251357     0
     5      40         20251347         20251357     0
     5      56         20251347         20251357     0
     5      15         20251372         20251382     0
     5      31         20251372         20251382     0
     5      47         20251372         20251382     0
     5      63         20251372         20251382     0
     5       6         20251397         20251407     0
     5      22         20251397         20251407     0
     5      38         20251397         20251407     0
     5      54         20251397         20251407     0
     5      13         20251422         20251432     0
     5      29         20251422         20251432     0
     5      45         20251422         20251432     0
     5      61         20251422         20251432     0
     5       4         20251447         20251457     0
     5      20         20251447         20251457     0
     5      36         20251447         20251457     0
     5      52         20251447         20251457     0
     5      11         20251472         20251482     0
     5      27         20251472         20251482     0
     5      43         20251472         20251482     0
     5      59         20251472         20251482     0
     5       2         20251497         20251507     0
     5      18         20251497         20251507     0
     5      34         20251497         20251507     0
     5      50         20251497         20251507     0
     5       9         20251522         20251532     0
     5      25         20251522         20251532     0
     5      41         20251522         20251532     0
     5      57         20251522         20251532     0
     6       0         20251547         20251557     0
     6      16         20251547         20251557     0
     6      32         20251547         20251557     0
     6      48         20251547         20251557     0
     6       7         20251572         20251582     0
     6      23         20251572         20251582     0
     6      39         20251572         20251582     0
     6      55         20251572         20251582     0
     6      14         20251597         20251607     0
     6      30         20251597         20251607     0
     6      46         20251597         20251607     0
     6      62         20251597         20251607     0
     6       5         20251622         20251632     0
     6      21         20251622         20251632     0
     6      37         20251622         20251632     0
     6      53         20251622         20251632     0
     6      12         20251647         20251657     0
     6      28         20251647         20251657     0
     6      44         20251647         20251657     0
     6      60         20251647         20251657     0
     6       3         20251672         20251682     0
     6      19         20251672         20251682     0
     6      35         20251672         20251682     0
     6      51         20251672         20251682     0
     6      10         20251697         20251707     0
     6      26         20251697         20251707     0
     6      42         20251697         20251707     0
     6      58         20251697         20251707     0
     6       1         20251722         20251732     0
     6      17         20251722         20251732     0
     6      33         20251722         20251732     0
     6      49         20251722         20251732     0
     6       8         20251747         20251757     0
     6      24         20251747         20251757     0
     6      40         20251747         20251757     0
     6      56         20251747         20251757     0
     6      15         20251772         20251782     0
     6      31         20251772         20251782     0
     6      47         20251772         20251782     0
     6      63         20251772         20251782     0
     6       6         20251797         20251807     0
     6      22         20251797         20251807     0
     6      38         20251797         20251807     0
     6      54         20251797         20251807     0
     6      13         20251822         20251832     0
     6      29         20251822         20251832     0
     6      45         20251822         20251832     0
     6      61         20251822         20251832     0
     6       4         20251847         20251857     0
     6      20         20251847         20251857     0
     6      36         20251847         20251857     0
     6      52         20251847         20251857     0
     6      11         20251872         20251882     0
     6      27         20251872         20251882     0
     6      43         20251872         20251882     0
     6      59         20251872         20251882     0
     6       2         20251897         20251907     0
     6      18         20251897         20251907     0
     6      34         20251897         20251907     0
     6      50         20251897         20251907     0
     6       9         20251922         20251932     0
     6      25         20251922         20251932     0
     6      41         20251922         20251932     0
     6      57         20251922         20251932     0
     7       0         20251947         20251957     0
     7      16         20251947         20251957     0
     7      32         20251947         20251957     0
     7      48         20251947         20251957     0
     7       7         20251972         20251982     0
     7      23         20251972         20251982     0
     7      39         20251972         20251982     0
     7      55         20251972         20251982     0
     7      14         20251997         20252007     0
     7      30         20251997         20252007     0
     7      46         20251997         20252007     0
     7      62         20251997         20252007     0
     7       5         20252022         20252032     0
     7      21         20252022         20252032     0
     7      37         20252022         20252032     0
     7      53         20252022         20252032     0
     7      12         20252047         20252057     0
     7      28         20252047         20252057     0
     7      44         20252047         20252057     0
     7      60         20252047         20252057     0
     7       3         20252072         20252082     0
     7      19         20252072         20252082     0
     7      35         20252072         20252082     0
     7      51         20252072         20252082     0
     7      10         20252097         20252107     0
     7      26         20252097         20252107     0
     7      42         20252097         20252107     0
     7      58         20252097         20252107     0
     7       1         20252122         20252132     0
     7      17         20252122         20252132     0
     7      33         20252122         20252132     0
     7      49         20252122         20252132     0
     7       8         20252147         20252157     0
     7      24         20252147         20252157     0
     7      40         20252147         20252157     0
     7      56         20252147         20252157     0
     7      15         20252172         20252182     0
     7      31         20252172         20252182     0
     7      47         20252172         20252182     0
     7      63         20252172         20252182     0
     7       6         20252197         20252207     0
     7      22         20252197         20252207     0
     7      38         20252197         20252207     0
     7      54         20252197         20252207     0
     7      13         20252222         20252232     0
     7      29         20252222         20252232     0
     7      45         20252222         20252232     0
     7      61         20252222         20252232     0
     7       4         20252247         20252257     0
     7      20         20252247         20252257     0
     7      36         20252247         20252257     0
     7      52         20252247         20252257     0
     7      11         20252272         20252282     0
     7      27         20252272         20252282     0
     7      43         20252272         20252282     0
     7      59         20252272         20252282     0
     7       2         20252297         20252307     0
     7      18         20252297         20252307     0
     7      34         20252297         20252307     0
     7      50         20252297         20252307     0
     7       9         20252322         20252332     0
     7      25         20252322         20252332     0
     7      41         20252322         20252332     0
     7      57         20252322         20252332     0
     8       0         20252347         20252357     0
     8      16         20252347         20252357     0
     8      32         20252347         20252357     0
     8      48         20252347         20252357     0
     8       7         20252372         20252382     0
     8      23         20252372         20252382     0
     8      39         20252372         20252382     0
     8      55         20252372         20252382     0
     8      14         20252397         20252407     0
     8      30         20252397         20252407     0
     8      46         20252397         20252407     0
     8      62         20252397         20252407     0
     8       5         20252422         20252432     0
     8      21         20252422         20252432     0
     8      37         20252422         20252432     0
     8      53         20252422         20252432     0
     8      12         20252447         20252457     0
     8      28         20252447         20252457     0
     8      44         20252447         20252457     0
     8      60         20252447         20252457     0
     8       3         20252472         20252482     0
     8      19         20252472         20252482     0
     8      35         20252472         20252482     0
     8      51         20252472         20252482     0
     8      10         20252497         20252507     0
     8      26         20252497         20252507     0
     8      42         20252497         20252507     0
     8      58         20252497         20252507     0
     8       1         20252522         20252532     0
     8      17         20252522         20252532     0
     8      33         20252522         20252532     0
     8      49         20252522         20252532     0
     8       8         20252547         20252557     0
     8      24         20252547         20252557     0
     8      40         20252547         20252557     0
     8      56         20252547         20252557     0
     8      15         20252572         20252582     0
     8      31         20252572         20252582     0
     8      47         20252572         20252582     0
     8      63         20252572         20252582     0
     8       6         20252597         20252607     0
     8      22         20252597         20252607     0
     8      38         20252597         20252607     0
     8      54         20252597         20252607     0
     8      13         20252622         20252632     0
     8      29         20252622         20252632     0
     8      45         20252622         20252632     0
     8      61         20252622         20252632     0
     8       4         20252647         20252657     0
     8      20         20252647         20252657     0
     8      36         20252647         20252657     0
     8      52         20252647         20252657     0
     8      11         20252672         20252682     0
     8      27         20252672         20252682     0
     8      43         20252672         20252682     0
     8      59         20252672         20252682     0
     8       2         20252697         20252707     0
     8      18         20252697         20252707     0
     8      34         20252697         20252707     0
     8      50         20252697         20252707     0
     8       9         20252722         20252732     0
     8      25         20252722         20252732     0
     8      41         20252722         20252732     0
     8      57         20252722         20252732     0
     9       0         20252747         20252757     0
     9      16         20252747         20252757     0
     9      32         20252747         20252757     0
     9      48         20252747         20252757     0
     9       7         20252772         20252782     0
     9      23         20252772         20252782     0
     9      39         20252772         20252782     0
     9      55         20252772         20252782     0
     9      14         20252797         20252807     0
     9      30         20252797         20252807     0
     9      46         20252797         20252807     0
     9      62         20252797         20252807     0
     9       5         20252822         20252832     0
     9      21         20252822         20252832     0
     9      37         20252822         20252832     0
     9      53         20252822         20252832     0
     9      12         20252847         20252857     0
     9      28         20252847         20252857     0
     9      44         20252847         20252857     0
     9      60         20252847         20252857     0
     9       3         20252872         20252882     0
     9      19         20252872         20252882     0
     9      35         20252872         20252882     0
     9      51         20252872         20252882     0
     9      10         20252897         20252907     0
     9      26         20252897         20252907     0
     9      42         20252897         20252907     0
     9      58         20252897         20252907     0
     9       1         20252922         20252932     0
     9      17         20252922         20252932     0
     9      33         20252922         20252932     0
     9      49         20252922         20252932     0
     9       8         20252947         20252957     0
     9      24         20252947         20252957     0
     9      40         20252947         20252957     0
     9      56         20252947         20252957     0
     9      15         20252972         20252982     0
     9      31         20252972         20252982     0
     9      47         20252972         20252982     0
     9      63         20252972         20252982     0
     9       6         20252997         20253007     0
     9      22         20252997         20253007     0
     9      38         20252997         20253007     0
     9      54         20252997         20253007     0
     9      13         20253022         20253032     0
     9      29         20253022         20253032     0
     9      45         20253022         20253032     0
     9      61         20253022         20253032     0
     9       4         20253047         20253057     0
     9      20         20253047         20253057     0
     9      36         20253047         20253057     0
     9      52         20253047         20253057     0
     9      11         20253072         20253082     0
     9      27         20253072         20253082     0
     9      43         20253072         20253082     0
     9      59         20253072         20253082     0
     9       2         20253097         20253107     0
     9      18         20253097         20253107     0
     9      34         20253097         20253107     0
     9      50         20253097         20253107     0
     9       9         20253122         20253132     0
     9      25         20253122         20253132     0
     9      41         20253122         20253132     0
     9      57         20253122         20253132     0
    10       0         20253147         20253157     0
    10      16         20253147         20253157     0
    10      32         20253147         20253157     0
    10      48         20253147         20253157     0
    10       7         20253172         20253182     0
    10      23         20253172         20253182     0
    10      39         20253172         20253182     0
    10      55         20253172         20253182     0
    10      14         20253197         20253207     0
    10      30         20253197         20253207     0
    10      46         20253197         20253207     0
    10      62         20253197         20253207     0
    10       5         20253222         20253232     0
    10      21         20253222         20253232     0
    10      37         20253222         20253232     0
    10      53         20253222         20253232     0
    10      12         20253247         20253257     0
    10      28         20253247         20253257     0
    10      44         20253247         20253257     0
    10      60         20253247         20253257     0
    10       3         20253272         20253282     0
    10      19         20253272         20253282     0
    10      35         20253272         20253282     0
    10      51         20253272         20253282     0
    10      10         20253297         20253307     0
    10      26         20253297         20253307     0
    10      42         20253297         20253307     0
    10      58         20253297         20253307     0
    10       1         20253322         20253332     0
    10      17         20253322         20253332     0
    10      33         20253322         20253332     0
    10      49         20253322         20253332     0
    10       8         20253347         20253357     0
    10      24         20253347         20253357     0
    10      40         20253347         20253357     0
    10      56         20253347         20253357     0
    10      15         20253372         20253382     0
    10      31         20253372         20253382     0
    10      47         20253372         20253382     0
    10      63         20253372         20253382     0
    10       6         20253397         20253407     0
    10      22         20253397         20253407     0
    10      38         20253397         20253407     0
    10      54         20253397         20253407     0
    10      13         20253422         20253432     0
    10      29         20253422         20253432     0
    10      45         20253422         20253432     0
    10      61         20253422         20253432     0
    10       4         20253447         20253457     0
    10      20         20253447         20253457     0
    10      36         20253447         20253457     0
    10      52         20253447         20253457     0
    10      11         20253472         20253482     0
    10      27         20253472         20253482     0
    10      43         20253472         20253482     0
    10      59         20253472         20253482     0
    10       2         20253497         20253507     0
    10      18         20253497         20253507     0
    10      34         20253497         20253507     0
    10      50         20253497         20253507     0
    10       9         20253522         20253532     0
    10      25         20253522         20253532     0
    10      41         20253522         20253532     0
    10      57         20253522         20253532     0
    11       0         20253547         20253557     0
    11      16         20253547         20253557     0
    11      32         20253547         20253557     0
    11      48         20253547         20253557     0
    11       7         20253572         20253582     0
    11      23         20253572         20253582     0
    11      39         20253572         20253582     0
    11      55         20253572         20253582     0
    11      14         20253597         20253607     0
    11      30         20253597         20253607     0
    11      46         20253597         20253607     0
    11      62         20253597         20253607     0
    11       5         20253622         20253632     0
    11      21         20253622         20253632     0
    11      37         20253622         20253632     0
    11      53         20253622         20253632     0
    11      12         20253647         20253657     0
    11      28         20253647         20253657     0
    11      44         20253647         20253657     0
    11      60         20253647         20253657     0
    11       3         20253672         20253682     0
    11      19         20253672         20253682     0
    11      35         20253672         20253682     0
    11      51         20253672         20253682     0
    11      10         20253697         20253707     0
    11      26         20253697         20253707     0
    11      42         20253697         20253707     0
    11      58         20253697         20253707     0
    11       1         20253722         20253732     0
    11      17         20253722         20253732     0
    11      33         20253722         20253732     0
    11      49         20253722         20253732     0
    11       8         20253747         20253757     0
    11      24         20253747         20253757     0
    11      40         20253747         20253757     0
    11      56         20253747         20253757     0
    11      15         20253772         20253782     0
    11      31         20253772         20253782     0
    11      47         20253772         20253782     0
    11      63         20253772         20253782     0
    11       6         20253797         20253807     0
    11      22         20253797         20253807     0
    11      38         20253797         20253807     0
    11      54         20253797         20253807     0
    11      13         20253822         20253832     0
    11      29         20253822         20253832     0
    11      45         20253822         20253832     0
    11      61         20253822         20253832     0
    11       4         20253847         20253857     0
    11      20         20253847         20253857     0
    11      36         20253847         20253857     0
    11      52         20253847         20253857     0
    11      11         20253872         20253882     0
    11      27         20253872         20253882     0
    11      43         20253872         20253882     0
    11      59         20253872         20253882     0
    11       2         20253897         20253907     0
    11      18         20253897         20253907     0
    11      34         20253897         20253907     0
    11      50         20253897         20253907     0
    11       9         20253922         20253932     0
    11      25         20253922         20253932     0
    11      41         20253922         20253932     0
    11      57         20253922         20253932     0
    12       0         20253947         20253957     0
    12      16         20253947         20253957     0
    12      32         20253947         20253957     0
    12      48         20253947         20253957     0
    12       7         20253972         20253982     0
    12      23         20253972         20253982     0
    12      39         20253972         20253982     0
    12      55         20253972         20253982     0
    12      14         20253997         20254007     0
    12      30         20253997         20254007     0
    12      46         20253997         20254007     0
    12      62         20253997         20254007     0
    12       5         20254022         20254032     0
    12      21         20254022         20254032     0
    12      37         20254022         20254032     0
    12      53         20254022         20254032     0
    12      12         20254047         20254057     0
    12      28         20254047         20254057     0
    12      44         20254047         20254057     0
    12      60         20254047         20254057     0
    12       3         20254072         20254082     0
    12      19         20254072         20254082     0
    12      35         20254072         20254082     0
    12      51         20254072         20254082     0
    12      10         20254097         20254107     0
    12      26         20254097         20254107     0
    12      42         20254097         20254107     0
    12      58         20254097         20254107     0
    12       1         20254122         20254132     0
    12      17         20254122         20254132     0
    12      33         20254122         20254132     0
    12      49         20254122         20254132     0
    12       8         20254147         20254157     0
    12      24         20254147         20254157     0
    12      40         20254147         20254157     0
    12      56         20254147         20254157     0
    12      15         20254172         20254182     0
    12      31         20254172         20254182     0
    12      47         20254172         20254182     0
    12      63         20254172         20254182     0
    12       6         20254197         20254207     0
    12      22         20254197         20254207     0
    12      38         20254197         20254207     0
    12      54         20254197         20254207     0
    12      13         20254222         20254232     0
    12      29         20254222         20254232     0
    12      45         20254222         20254232     0
    12      61         20254222         20254232     0
    12       4         20254247         20254257     0
    12      20         20254247         20254257     0
